Abbreviation,TeamName,Position,GridPosition,Points,Race,Year,Rainfall,AirTemp,TrackTemp,StandingPoints,HomeRace,QualiPosition
HAM,Ferrari,10.0,8.0,1.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,8.0
GAS,Alpine,11.0,9.0,0.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,9.0
TSU,Racing Bulls,12.0,5.0,0.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,5.0
OCO,Haas F1 Team,13.0,19.0,0.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,19.0
BEA,Haas F1 Team,14.0,20.0,0.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,20.0
LAW,Red Bull Racing,15.0,18.0,0.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,1,18.0
BOR,Kick Sauber,16.0,15.0,0.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,15.0
ALO,Aston Martin,17.0,12.0,0.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,12.0
SAI,Williams,18.0,10.0,0.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,10.0
DOO,Alpine,19.0,14.0,0.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,14.0
HAD,Racing Bulls,20.0,11.0,0.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,11.0
PIA,McLaren,1.0,1.0,25.0,Chinese Grand Prix,2025,0,27.2,35.8,2.0,0,1.0
NOR,McLaren,2.0,3.0,18.0,Chinese Grand Prix,2025,0,27.2,35.8,25.0,0,3.0
RUS,Mercedes,3.0,2.0,15.0,Chinese Grand Prix,2025,0,27.2,35.8,15.0,0,2.0
VER,Red Bull Racing,4.0,4.0,12.0,Chinese Grand Prix,2025,0,27.2,35.8,18.0,0,4.0
OCO,Haas F1 Team,5.0,11.0,10.0,Chinese Grand Prix,2025,0,27.2,35.8,0.0,0,11.0
ANT,Mercedes,6.0,8.0,8.0,Chinese Grand Prix,2025,0,27.2,35.8,12.0,0,8.0
ALB,Williams,7.0,10.0,6.0,Chinese Grand Prix,2025,0,27.2,35.8,10.0,0,10.0
BEA,Haas F1 Team,8.0,17.0,4.0,Chinese Grand Prix,2025,0,27.2,35.8,0.0,0,17.0
STR,Aston Martin,9.0,14.0,2.0,Chinese Grand Prix,2025,0,27.2,35.8,8.0,0,14.0
SAI,Williams,10.0,15.0,1.0,Chinese Grand Prix,2025,0,27.2,35.8,0.0,0,15.0
HAD,Racing Bulls,11.0,7.0,0.0,Chinese Grand Prix,2025,0,27.2,35.8,0.0,0,7.0
LAW,Red Bull Racing,12.0,20.0,0.0,Chinese Grand Prix,2025,0,27.2,35.8,0.0,0,20.0
DOO,Alpine,13.0,18.0,0.0,Chinese Grand Prix,2025,0,27.2,35.8,0.0,0,18.0
BOR,Kick Sauber,14.0,19.0,0.0,Chinese Grand Prix,2025,0,27.2,35.8,0.0,0,19.0
HUL,Kick Sauber,15.0,12.0,0.0,Chinese Grand Prix,2025,0,27.2,35.8,6.0,0,12.0
TSU,Racing Bulls,16.0,9.0,0.0,Chinese Grand Prix,2025,0,27.2,35.8,0.0,0,9.0
ALO,Aston Martin,17.0,13.0,0.0,Chinese Grand Prix,2025,0,27.2,35.8,0.0,0,13.0
LEC,Ferrari,18.0,6.0,0.0,Chinese Grand Prix,2025,0,27.2,35.8,4.0,0,6.0
HAM,Ferrari,19.0,5.0,0.0,Chinese Grand Prix,2025,0,27.2,35.8,1.0,0,5.0
GAS,Alpine,20.0,16.0,0.0,Chinese Grand Prix,2025,0,27.2,35.8,0.0,0,16.0
VER,Red Bull Racing,1.0,1.0,25.0,Japanese Grand Prix,2025,0,14.4,20.5,30.0,0,1.0
NOR,McLaren,2.0,2.0,18.0,Japanese Grand Prix,2025,0,14.4,20.5,43.0,0,2.0
PIA,McLaren,3.0,3.0,15.0,Japanese Grand Prix,2025,0,14.4,20.5,27.0,0,3.0
LEC,Ferrari,4.0,4.0,12.0,Japanese Grand Prix,2025,0,14.4,20.5,4.0,0,4.0
RUS,Mercedes,5.0,5.0,10.0,Japanese Grand Prix,2025,0,14.4,20.5,30.0,0,5.0
ANT,Mercedes,6.0,6.0,8.0,Japanese Grand Prix,2025,0,14.4,20.5,20.0,0,6.0
HAM,Ferrari,7.0,8.0,6.0,Japanese Grand Prix,2025,0,14.4,20.5,1.0,0,8.0
HAD,Racing Bulls,8.0,7.0,4.0,Japanese Grand Prix,2025,0,14.4,20.5,0.0,0,7.0
ALB,Williams,9.0,9.0,2.0,Japanese Grand Prix,2025,0,14.4,20.5,16.0,0,9.0
BEA,Haas F1 Team,10.0,10.0,1.0,Japanese Grand Prix,2025,0,14.4,20.5,4.0,0,10.0
ALO,Aston Martin,11.0,12.0,0.0,Japanese Grand Prix,2025,0,14.4,20.5,0.0,0,13.0
TSU,Red Bull Racing,12.0,14.0,0.0,Japanese Grand Prix,2025,0,14.4,20.5,0.0,1,15.0
GAS,Alpine,13.0,11.0,0.0,Japanese Grand Prix,2025,0,14.4,20.5,0.0,0,11.0
SAI,Williams,14.0,15.0,0.0,Japanese Grand Prix,2025,0,14.4,20.5,1.0,0,12.0
DOO,Alpine,15.0,19.0,0.0,Japanese Grand Prix,2025,0,14.4,20.5,0.0,0,19.0
HUL,Kick Sauber,16.0,16.0,0.0,Japanese Grand Prix,2025,0,14.4,20.5,6.0,0,16.0
LAW,Racing Bulls,17.0,13.0,0.0,Japanese Grand Prix,2025,0,14.4,20.5,0.0,0,14.0
OCO,Haas F1 Team,18.0,18.0,0.0,Japanese Grand Prix,2025,0,14.4,20.5,10.0,0,18.0
BOR,Kick Sauber,19.0,17.0,0.0,Japanese Grand Prix,2025,0,14.4,20.5,0.0,0,17.0
STR,Aston Martin,20.0,20.0,0.0,Japanese Grand Prix,2025,0,14.4,20.5,10.0,0,20.0
PIA,McLaren,1.0,1.0,25.0,Bahrain Grand Prix,2025,0,27.1,31.9,42.0,0,1.0
RUS,Mercedes,2.0,3.0,18.0,Bahrain Grand Prix,2025,0,27.1,31.9,40.0,0,2.0
NOR,McLaren,3.0,6.0,15.0,Bahrain Grand Prix,2025,0,27.1,31.9,61.0,0,6.0
LEC,Ferrari,4.0,2.0,12.0,Bahrain Grand Prix,2025,0,27.1,31.9,16.0,0,3.0
HAM,Ferrari,5.0,9.0,10.0,Bahrain Grand Prix,2025,0,27.1,31.9,7.0,0,9.0
VER,Red Bull Racing,6.0,7.0,8.0,Bahrain Grand Prix,2025,0,27.1,31.9,55.0,0,7.0
GAS,Alpine,7.0,4.0,6.0,Bahrain Grand Prix,2025,0,27.1,31.9,0.0,0,5.0
OCO,Haas F1 Team,8.0,14.0,4.0,Bahrain Grand Prix,2025,0,27.1,31.9,10.0,0,14.0
TSU,Red Bull Racing,9.0,10.0,2.0,Bahrain Grand Prix,2025,0,27.1,31.9,0.0,0,10.0
BEA,Haas F1 Team,10.0,20.0,1.0,Bahrain Grand Prix,2025,0,27.1,31.9,5.0,0,20.0
ANT,Mercedes,11.0,5.0,0.0,Bahrain Grand Prix,2025,0,27.1,31.9,28.0,0,4.0
ALB,Williams,12.0,15.0,0.0,Bahrain Grand Prix,2025,0,27.1,31.9,18.0,0,15.0
HAD,Racing Bulls,13.0,12.0,0.0,Bahrain Grand Prix,2025,0,27.1,31.9,4.0,0,12.0
DOO,Alpine,14.0,11.0,0.0,Bahrain Grand Prix,2025,0,27.1,31.9,0.0,0,11.0
ALO,Aston Martin,15.0,13.0,0.0,Bahrain Grand Prix,2025,0,27.1,31.9,0.0,0,13.0
LAW,Racing Bulls,16.0,17.0,0.0,Bahrain Grand Prix,2025,0,27.1,31.9,0.0,0,17.0
STR,Aston Martin,17.0,19.0,0.0,Bahrain Grand Prix,2025,0,27.1,31.9,10.0,0,19.0
BOR,Kick Sauber,18.0,18.0,0.0,Bahrain Grand Prix,2025,0,27.1,31.9,0.0,0,18.0
SAI,Williams,19.0,8.0,0.0,Bahrain Grand Prix,2025,0,27.1,31.9,1.0,0,8.0
HUL,Kick Sauber,20.0,16.0,0.0,Bahrain Grand Prix,2025,0,27.1,31.9,6.0,0,16.0
PIA,McLaren,1.0,2.0,25.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,67.0,0,2.0
VER,Red Bull Racing,2.0,1.0,18.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,63.0,0,1.0
LEC,Ferrari,3.0,4.0,15.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,28.0,0,4.0
NOR,McLaren,4.0,10.0,12.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,76.0,0,10.0
RUS,Mercedes,5.0,3.0,10.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,58.0,0,3.0
ANT,Mercedes,6.0,5.0,8.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,28.0,0,5.0
HAM,Ferrari,7.0,7.0,6.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,17.0,0,7.0
SAI,Williams,8.0,6.0,4.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,1.0,0,6.0
ALB,Williams,9.0,11.0,2.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,18.0,0,11.0
HAD,Racing Bulls,10.0,14.0,1.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,4.0,0,14.0
ALO,Aston Martin,11.0,13.0,0.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,0.0,0,13.0
LAW,Racing Bulls,12.0,12.0,0.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,0.0,0,12.0
BEA,Haas F1 Team,13.0,15.0,0.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,6.0,0,15.0
OCO,Haas F1 Team,14.0,19.0,0.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,14.0,0,19.0
HUL,Kick Sauber,15.0,18.0,0.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,6.0,0,18.0
STR,Aston Martin,16.0,16.0,0.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,10.0,0,16.0
DOO,Alpine,17.0,17.0,0.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,0.0,0,17.0
BOR,Kick Sauber,18.0,20.0,0.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,0.0,0,20.0
TSU,Red Bull Racing,19.0,8.0,0.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,2.0,0,8.0
GAS,Alpine,20.0,9.0,0.0,Saudi Arabian Grand Prix,2025,0,29.5,37.8,6.0,0,9.0
PIA,McLaren,1.0,4.0,25.0,Miami Grand Prix,2025,1,26.6,38.7,92.0,0,4.0
NOR,McLaren,2.0,2.0,18.0,Miami Grand Prix,2025,1,26.6,38.7,88.0,0,2.0
RUS,Mercedes,3.0,5.0,15.0,Miami Grand Prix,2025,1,26.6,38.7,68.0,0,5.0
VER,Red Bull Racing,4.0,1.0,12.0,Miami Grand Prix,2025,1,26.6,38.7,81.0,0,1.0
ALB,Williams,5.0,7.0,10.0,Miami Grand Prix,2025,1,26.6,38.7,20.0,0,7.0
ANT,Mercedes,6.0,3.0,8.0,Miami Grand Prix,2025,1,26.6,38.7,36.0,0,3.0
LEC,Ferrari,7.0,8.0,6.0,Miami Grand Prix,2025,1,26.6,38.7,43.0,0,8.0
HAM,Ferrari,8.0,12.0,4.0,Miami Grand Prix,2025,1,26.6,38.7,23.0,0,12.0
SAI,Williams,9.0,6.0,2.0,Miami Grand Prix,2025,1,26.6,38.7,5.0,0,6.0
TSU,Red Bull Racing,10.0,10.0,1.0,Miami Grand Prix,2025,1,26.6,38.7,2.0,0,10.0
HAD,Racing Bulls,11.0,11.0,0.0,Miami Grand Prix,2025,1,26.6,38.7,5.0,0,11.0
OCO,Haas F1 Team,12.0,9.0,0.0,Miami Grand Prix,2025,1,26.6,38.7,14.0,0,9.0
GAS,Alpine,13.0,20.0,0.0,Miami Grand Prix,2025,1,26.6,38.7,6.0,0,18.0
HUL,Kick Sauber,14.0,16.0,0.0,Miami Grand Prix,2025,1,26.6,38.7,6.0,0,16.0
ALO,Aston Martin,15.0,17.0,0.0,Miami Grand Prix,2025,1,26.6,38.7,0.0,0,17.0
STR,Aston Martin,16.0,18.0,0.0,Miami Grand Prix,2025,1,26.6,38.7,10.0,0,19.0
LAW,Racing Bulls,17.0,15.0,0.0,Miami Grand Prix,2025,1,26.6,38.7,0.0,0,15.0
BOR,Kick Sauber,18.0,13.0,0.0,Miami Grand Prix,2025,1,26.6,38.7,0.0,0,13.0
BEA,Haas F1 Team,19.0,19.0,0.0,Miami Grand Prix,2025,1,26.6,38.7,6.0,0,20.0
DOO,Alpine,20.0,14.0,0.0,Miami Grand Prix,2025,1,26.6,38.7,0.0,0,14.0
VER,Red Bull Racing,1.0,2.0,25.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,93.0,0,2.0
NOR,McLaren,2.0,4.0,18.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,106.0,0,4.0
PIA,McLaren,3.0,1.0,15.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,117.0,0,1.0
HAM,Ferrari,4.0,12.0,12.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,27.0,0,12.0
ALB,Williams,5.0,7.0,10.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,30.0,0,7.0
LEC,Ferrari,6.0,11.0,8.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,49.0,0,11.0
RUS,Mercedes,7.0,3.0,6.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,83.0,0,3.0
SAI,Williams,8.0,6.0,4.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,7.0,0,6.0
HAD,Racing Bulls,9.0,9.0,2.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,5.0,0,9.0
TSU,Red Bull Racing,10.0,20.0,1.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,3.0,0,20.0
ALO,Aston Martin,11.0,5.0,0.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,0.0,0,5.0
HUL,Kick Sauber,12.0,17.0,0.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,6.0,0,17.0
GAS,Alpine,13.0,10.0,0.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,6.0,0,10.0
LAW,Racing Bulls,14.0,15.0,0.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,0.0,0,16.0
STR,Aston Martin,15.0,8.0,0.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,10.0,0,8.0
COL,Alpine,16.0,16.0,0.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,0.0,0,15.0
BEA,Haas F1 Team,17.0,19.0,0.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,6.0,0,19.0
BOR,Kick Sauber,18.0,14.0,0.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,0.0,0,14.0
ANT,Mercedes,19.0,13.0,0.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,44.0,0,13.0
OCO,Haas F1 Team,20.0,18.0,0.0,Emilia Romagna Grand Prix,2025,0,24.0,42.7,14.0,0,18.0
NOR,McLaren,1.0,1.0,25.0,Monaco Grand Prix,2025,0,22.2,43.3,124.0,0,1.0
LEC,Ferrari,2.0,2.0,18.0,Monaco Grand Prix,2025,0,22.2,43.3,57.0,1,2.0
PIA,McLaren,3.0,3.0,15.0,Monaco Grand Prix,2025,0,22.2,43.3,132.0,0,3.0
VER,Red Bull Racing,4.0,4.0,12.0,Monaco Grand Prix,2025,0,22.2,43.3,118.0,0,5.0
HAM,Ferrari,5.0,7.0,10.0,Monaco Grand Prix,2025,0,22.2,43.3,39.0,0,4.0
HAD,Racing Bulls,6.0,5.0,8.0,Monaco Grand Prix,2025,0,22.2,43.3,7.0,0,6.0
OCO,Haas F1 Team,7.0,8.0,6.0,Monaco Grand Prix,2025,0,22.2,43.3,14.0,0,8.0
LAW,Racing Bulls,8.0,9.0,4.0,Monaco Grand Prix,2025,0,22.2,43.3,0.0,0,9.0
ALB,Williams,9.0,10.0,2.0,Monaco Grand Prix,2025,0,22.2,43.3,40.0,0,10.0
SAI,Williams,10.0,11.0,1.0,Monaco Grand Prix,2025,0,22.2,43.3,11.0,0,11.0
RUS,Mercedes,11.0,14.0,0.0,Monaco Grand Prix,2025,0,22.2,43.3,89.0,0,14.0
BEA,Haas F1 Team,12.0,20.0,0.0,Monaco Grand Prix,2025,0,22.2,43.3,6.0,0,17.0
COL,Alpine,13.0,18.0,0.0,Monaco Grand Prix,2025,0,22.2,43.3,0.0,0,20.0
BOR,Kick Sauber,14.0,16.0,0.0,Monaco Grand Prix,2025,0,22.2,43.3,0.0,0,16.0
STR,Aston Martin,15.0,19.0,0.0,Monaco Grand Prix,2025,0,22.2,43.3,10.0,0,19.0
HUL,Kick Sauber,16.0,13.0,0.0,Monaco Grand Prix,2025,0,22.2,43.3,6.0,0,13.0
TSU,Red Bull Racing,17.0,12.0,0.0,Monaco Grand Prix,2025,0,22.2,43.3,4.0,0,12.0
ANT,Mercedes,18.0,15.0,0.0,Monaco Grand Prix,2025,0,22.2,43.3,44.0,0,15.0
ALO,Aston Martin,19.0,6.0,0.0,Monaco Grand Prix,2025,0,22.2,43.3,0.0,0,7.0
GAS,Alpine,20.0,17.0,0.0,Monaco Grand Prix,2025,0,22.2,43.3,6.0,0,18.0
PIA,McLaren,1.0,1.0,25.0,Spanish Grand Prix,2025,0,29.1,48.5,147.0,0,1.0
NOR,McLaren,2.0,2.0,18.0,Spanish Grand Prix,2025,0,29.1,48.5,149.0,0,2.0
LEC,Ferrari,3.0,7.0,15.0,Spanish Grand Prix,2025,0,29.1,48.5,75.0,0,7.0
RUS,Mercedes,4.0,4.0,12.0,Spanish Grand Prix,2025,0,29.1,48.5,89.0,0,4.0
HUL,Kick Sauber,5.0,15.0,10.0,Spanish Grand Prix,2025,0,29.1,48.5,6.0,0,16.0
HAM,Ferrari,6.0,5.0,8.0,Spanish Grand Prix,2025,0,29.1,48.5,49.0,0,5.0
HAD,Racing Bulls,7.0,9.0,6.0,Spanish Grand Prix,2025,0,29.1,48.5,15.0,0,9.0
GAS,Alpine,8.0,8.0,4.0,Spanish Grand Prix,2025,0,29.1,48.5,6.0,0,8.0
ALO,Aston Martin,9.0,10.0,2.0,Spanish Grand Prix,2025,0,29.1,48.5,0.0,1,10.0
VER,Red Bull Racing,10.0,3.0,1.0,Spanish Grand Prix,2025,0,29.1,48.5,130.0,0,3.0
LAW,Racing Bulls,11.0,13.0,0.0,Spanish Grand Prix,2025,0,29.1,48.5,4.0,0,13.0
BOR,Kick Sauber,12.0,12.0,0.0,Spanish Grand Prix,2025,0,29.1,48.5,0.0,0,12.0
TSU,Red Bull Racing,13.0,19.0,0.0,Spanish Grand Prix,2025,0,29.1,48.5,4.0,0,20.0
SAI,Williams,14.0,17.0,0.0,Spanish Grand Prix,2025,0,29.1,48.5,12.0,1,18.0
COL,Alpine,15.0,18.0,0.0,Spanish Grand Prix,2025,0,29.1,48.5,0.0,0,19.0
OCO,Haas F1 Team,16.0,16.0,0.0,Spanish Grand Prix,2025,0,29.1,48.5,20.0,0,17.0
BEA,Haas F1 Team,17.0,14.0,0.0,Spanish Grand Prix,2025,0,29.1,48.5,6.0,0,15.0
ANT,Mercedes,18.0,6.0,0.0,Spanish Grand Prix,2025,0,29.1,48.5,44.0,0,6.0
ALB,Williams,19.0,11.0,0.0,Spanish Grand Prix,2025,0,29.1,48.5,42.0,0,11.0
RUS,Mercedes,1.0,1.0,25.0,Canadian Grand Prix,2025,1,24.0,49.3,101.0,0,1.0
VER,Red Bull Racing,2.0,2.0,18.0,Canadian Grand Prix,2025,1,24.0,49.3,131.0,0,2.0
ANT,Mercedes,3.0,4.0,15.0,Canadian Grand Prix,2025,1,24.0,49.3,44.0,0,4.0
PIA,McLaren,4.0,3.0,12.0,Canadian Grand Prix,2025,1,24.0,49.3,172.0,0,3.0
LEC,Ferrari,5.0,8.0,10.0,Canadian Grand Prix,2025,1,24.0,49.3,90.0,0,8.0
HAM,Ferrari,6.0,5.0,8.0,Canadian Grand Prix,2025,1,24.0,49.3,57.0,0,5.0
ALO,Aston Martin,7.0,6.0,6.0,Canadian Grand Prix,2025,1,24.0,49.3,2.0,0,6.0
HUL,Kick Sauber,8.0,11.0,4.0,Canadian Grand Prix,2025,1,24.0,49.3,16.0,0,13.0
OCO,Haas F1 Team,9.0,14.0,2.0,Canadian Grand Prix,2025,1,24.0,49.3,20.0,0,15.0
SAI,Williams,10.0,16.0,1.0,Canadian Grand Prix,2025,1,24.0,49.3,12.0,0,17.0
BEA,Haas F1 Team,11.0,13.0,0.0,Canadian Grand Prix,2025,1,24.0,49.3,6.0,0,14.0
TSU,Red Bull Racing,12.0,18.0,0.0,Canadian Grand Prix,2025,1,24.0,49.3,4.0,0,11.0
COL,Alpine,13.0,10.0,0.0,Canadian Grand Prix,2025,1,24.0,49.3,0.0,0,12.0
BOR,Kick Sauber,14.0,15.0,0.0,Canadian Grand Prix,2025,1,24.0,49.3,0.0,0,16.0
GAS,Alpine,15.0,20.0,0.0,Canadian Grand Prix,2025,1,24.0,49.3,10.0,0,20.0
HAD,Racing Bulls,16.0,12.0,0.0,Canadian Grand Prix,2025,1,24.0,49.3,21.0,0,9.0
STR,Aston Martin,17.0,17.0,0.0,Canadian Grand Prix,2025,1,24.0,49.3,10.0,1,18.0
NOR,McLaren,18.0,7.0,0.0,Canadian Grand Prix,2025,1,24.0,49.3,167.0,0,7.0
LAW,Racing Bulls,19.0,19.0,0.0,Canadian Grand Prix,2025,1,24.0,49.3,4.0,0,19.0
ALB,Williams,20.0,9.0,0.0,Canadian Grand Prix,2025,1,24.0,49.3,42.0,0,10.0
NOR,McLaren,1.0,1.0,25.0,Austrian Grand Prix,2025,0,30.3,49.2,167.0,0,1.0
PIA,McLaren,2.0,3.0,18.0,Austrian Grand Prix,2025,0,30.3,49.2,184.0,0,3.0
LEC,Ferrari,3.0,2.0,15.0,Austrian Grand Prix,2025,0,30.3,49.2,100.0,0,2.0
HAM,Ferrari,4.0,4.0,12.0,Austrian Grand Prix,2025,0,30.3,49.2,65.0,0,4.0
RUS,Mercedes,5.0,5.0,10.0,Austrian Grand Prix,2025,0,30.3,49.2,126.0,0,5.0
LAW,Racing Bulls,6.0,6.0,8.0,Austrian Grand Prix,2025,0,30.3,49.2,4.0,0,6.0
ALO,Aston Martin,7.0,11.0,6.0,Austrian Grand Prix,2025,0,30.3,49.2,8.0,0,11.0
BOR,Kick Sauber,8.0,8.0,4.0,Austrian Grand Prix,2025,0,30.3,49.2,0.0,0,8.0
HUL,Kick Sauber,9.0,20.0,2.0,Austrian Grand Prix,2025,0,30.3,49.2,20.0,0,20.0
OCO,Haas F1 Team,10.0,17.0,1.0,Austrian Grand Prix,2025,0,30.3,49.2,22.0,0,17.0
BEA,Haas F1 Team,11.0,15.0,0.0,Austrian Grand Prix,2025,0,30.3,49.2,6.0,0,15.0
HAD,Racing Bulls,12.0,13.0,0.0,Austrian Grand Prix,2025,0,30.3,49.2,21.0,0,13.0
GAS,Alpine,13.0,10.0,0.0,Austrian Grand Prix,2025,0,30.3,49.2,10.0,0,10.0
STR,Aston Martin,14.0,16.0,0.0,Austrian Grand Prix,2025,0,30.3,49.2,10.0,0,16.0
COL,Alpine,15.0,14.0,0.0,Austrian Grand Prix,2025,0,30.3,49.2,0.0,0,14.0
TSU,Red Bull Racing,16.0,18.0,0.0,Austrian Grand Prix,2025,0,30.3,49.2,4.0,0,18.0
ALB,Williams,17.0,12.0,0.0,Austrian Grand Prix,2025,0,30.3,49.2,42.0,0,12.0
VER,Red Bull Racing,18.0,7.0,0.0,Austrian Grand Prix,2025,0,30.3,49.2,149.0,0,7.0
ANT,Mercedes,19.0,9.0,0.0,Austrian Grand Prix,2025,0,30.3,49.2,59.0,0,9.0
SAI,Williams,20.0,19.0,0.0,Austrian Grand Prix,2025,0,30.3,49.2,13.0,0,19.0
NOR,McLaren,1.0,3.0,25.0,British Grand Prix,2025,1,17.9,23.6,192.0,1,3.0
PIA,McLaren,2.0,2.0,18.0,British Grand Prix,2025,1,17.9,23.6,202.0,0,2.0
HUL,Kick Sauber,3.0,19.0,15.0,British Grand Prix,2025,1,17.9,23.6,22.0,0,19.0
HAM,Ferrari,4.0,5.0,12.0,British Grand Prix,2025,1,17.9,23.6,77.0,1,5.0
VER,Red Bull Racing,5.0,1.0,10.0,British Grand Prix,2025,1,17.9,23.6,149.0,0,1.0
GAS,Alpine,6.0,8.0,8.0,British Grand Prix,2025,1,17.9,23.6,10.0,0,10.0
STR,Aston Martin,7.0,17.0,6.0,British Grand Prix,2025,1,17.9,23.6,10.0,0,18.0
ALB,Williams,8.0,13.0,4.0,British Grand Prix,2025,1,17.9,23.6,42.0,0,14.0
ALO,Aston Martin,9.0,7.0,2.0,British Grand Prix,2025,1,17.9,23.6,14.0,0,9.0
RUS,Mercedes,10.0,4.0,1.0,British Grand Prix,2025,1,17.9,23.6,136.0,1,4.0
BEA,Haas F1 Team,11.0,18.0,0.0,British Grand Prix,2025,1,17.9,23.6,6.0,1,8.0
SAI,Williams,12.0,9.0,0.0,British Grand Prix,2025,1,17.9,23.6,13.0,0,11.0
OCO,Haas F1 Team,13.0,14.0,0.0,British Grand Prix,2025,1,17.9,23.6,23.0,0,15.0
LEC,Ferrari,14.0,6.0,0.0,British Grand Prix,2025,1,17.9,23.6,115.0,0,6.0
TSU,Red Bull Racing,15.0,11.0,0.0,British Grand Prix,2025,1,17.9,23.6,4.0,0,12.0
ANT,Mercedes,16.0,10.0,0.0,British Grand Prix,2025,1,17.9,23.6,59.0,0,7.0
HAD,Racing Bulls,17.0,12.0,0.0,British Grand Prix,2025,1,17.9,23.6,21.0,0,13.0
BOR,Kick Sauber,18.0,16.0,0.0,British Grand Prix,2025,1,17.9,23.6,4.0,0,17.0
LAW,Racing Bulls,19.0,15.0,0.0,British Grand Prix,2025,1,17.9,23.6,12.0,0,16.0
COL,Alpine,20.0,20.0,0.0,British Grand Prix,2025,1,17.9,23.6,0.0,0,20.0
PIA,McLaren,1.0,2.0,25.0,Belgian Grand Prix,2025,1,17.0,24.1,220.0,0,2.0
NOR,McLaren,2.0,1.0,18.0,Belgian Grand Prix,2025,1,17.0,24.1,217.0,0,1.0
LEC,Ferrari,3.0,3.0,15.0,Belgian Grand Prix,2025,1,17.0,24.1,115.0,0,3.0
VER,Red Bull Racing,4.0,4.0,12.0,Belgian Grand Prix,2025,1,17.0,24.1,159.0,0,4.0
RUS,Mercedes,5.0,6.0,10.0,Belgian Grand Prix,2025,1,17.0,24.1,137.0,0,6.0
ALB,Williams,6.0,5.0,8.0,Belgian Grand Prix,2025,1,17.0,24.1,46.0,0,5.0
HAM,Ferrari,7.0,18.0,6.0,Belgian Grand Prix,2025,1,17.0,24.1,89.0,0,16.0
LAW,Racing Bulls,8.0,9.0,4.0,Belgian Grand Prix,2025,1,17.0,24.1,12.0,0,9.0
BOR,Kick Sauber,9.0,10.0,2.0,Belgian Grand Prix,2025,1,17.0,24.1,4.0,0,10.0
GAS,Alpine,10.0,13.0,1.0,Belgian Grand Prix,2025,1,17.0,24.1,18.0,0,13.0
BEA,Haas F1 Team,11.0,12.0,0.0,Belgian Grand Prix,2025,1,17.0,24.1,6.0,0,12.0
HUL,Kick Sauber,12.0,14.0,0.0,Belgian Grand Prix,2025,1,17.0,24.1,37.0,0,14.0
TSU,Red Bull Racing,13.0,7.0,0.0,Belgian Grand Prix,2025,1,17.0,24.1,4.0,0,7.0
STR,Aston Martin,14.0,16.0,0.0,Belgian Grand Prix,2025,1,17.0,24.1,16.0,0,20.0
